Name,Value,Value Type,Type,Discount Class
JANAMARIA,-50,percentage,Amount Off,order
marionl,-50,percentage,Amount Off,order
vanina,-50,percentage,Amount Off,order
maude,-50,percentage,Amount Off,order
galli,-50,percentage,Amount Off,order
JESSICAW,-50,percentage,Amount Off,order
SASKIABIRTHDAY,-50,percentage,Amount Off,order
JENNIBIRTHDAY,-50,percentage,Amount Off,order
HOUSEDESIGN50,-50,percentage,Amount Off,order
ANJADEAL,-50,percentage,Amount Off,order
ROSE,-50,percentage,Amount Off,order
PRIMASKITCHEN,-50,percentage,Amount Off,order
lunaspecialdeal,-50,percentage,Amount Off,order
GRATISTOP,-50,percentage,Amount Off,order
TOPLOVE,-50,percentage,Amount Off,order
MEINGESCHENK,-50,percentage,Amount Off,order
LIZSPECIAL,-50,percentage,Amount Off,order
TOPSAVRIL,-50,percentage,Amount Off,order
LOVETOPS,-50,percentage,Amount Off,order
MONCADEAU,-50,percentage,Amount Off,order
DENISEBDAY,-50,percentage,Amount Off,order
ADVENTURE50,-50,percentage,Amount Off,order
LOVEHOMEINTERIOR,-50,percentage,Amount Off,order
poulettenela,-50,percentage,Amount Off,order
pasquemaman,-50,percentage,Amount Off,order
ANOUSCHKA,-50,percentage,Amount Off,order
letsgetcolorful,-50,percentage,Amount Off,order
SILKENEW,-50,percentage,Amount Off,order
LAURAVETTER,-40,percentage,Amount Off,order
LOOKBOOK4,-50,percentage,Amount Off,order
50paulinego,-50,percentage,Amount Off,order
50nat,-50,percentage,Amount Off,order
TATJANAAA,-50,percentage,Amount Off,order
INTERIORDEAL,-50,percentage,Amount Off,order
SEVDALOVE,-50,percentage,Amount Off,order
MAMABLOG,-50,percentage,Amount Off,order
BELLAROSO,-50,percentage,Amount Off,order
HENRIETTE,-50,percentage,Amount Off,order
MELANIEDEAL,-50,percentage,Amount Off,order
gigi,-50,percentage,Amount Off,order
EVAEXPLORA,-50,percentage,Amount Off,order
LENZKI,-40,percentage,Amount Off,order
DEBORINA50,-50,percentage,Amount Off,order
cadeau50,-40,percentage,Amount Off,order
CARRY50,-50,percentage,Amount Off,order
RINI,-50,percentage,Amount Off,order
MELISSAWELCOME,-50,percentage,Amount Off,order
SPARKLES,-50,percentage,Amount Off,order
ANNSOYOUTUBE,-40,percentage,Amount Off,order
desprets,-50,percentage,Amount Off,order
BDAYMICHELLE,-50,percentage,Amount Off,order
NEWSILKE,0,percentage,Amount Off,order
SPECIALSIBEL,-50,percentage,Amount Off,order
SPECIALHOME,-50,percentage,Amount Off,order
SPECIALJANINA,-50,percentage,Amount Off,order
ALLURE,-50,percentage,Amount Off,order
SUSICELEBRATE,-50,percentage,Amount Off,order
AYNUR50,-50,percentage,Amount Off,order
ANGIESPECIAL,-50,percentage,Amount Off,order
SHINYMOM,-40,percentage,Amount Off,order
HAPPYLUISE,-50,percentage,Amount Off,order
FAMILYCOSTE,-50,percentage,Amount Off,order
BONVOYAGE,-50,percentage,Amount Off,order
MIRANDA,-50,percentage,Amount Off,order
GRATISLEGGINGS,-50,percentage,Amount Off,order
MAMASPECIAL,-50,percentage,Amount Off,order
FLORENTKALTRINA,-50,percentage,Amount Off,order
FRAURICHTI,-50,percentage,Amount Off,order
LIV50,-40,percentage,Amount Off,order
CASUALSPRING,-50,percentage,Amount Off,order
FARNIENTE,-50,percentage,Amount Off,order
JENPROFITE,-50,percentage,Amount Off,order
FINALCALL,-50,percentage,Amount Off,order
BDAYLUISA,-50,percentage,Amount Off,order
REHMAEDCHEN,-50,percentage,Amount Off,order
LARASPRINGVIBES,-50,percentage,Amount Off,order
EIGENHEIMLIEBE,-50,percentage,Amount Off,order
SPRINGJULIA50,-50,percentage,Amount Off,order
SPRINGDECO,-50,percentage,Amount Off,order
NINOVASPRING,-50,percentage,Amount Off,order
YASEMINSPRING,-50,percentage,Amount Off,order
ERDBEERSPRING,-50,percentage,Amount Off,order
SPRINGANNI,-40,percentage,Amount Off,order
NINASPRING50,-50,percentage,Amount Off,order
SPRINGVIBESNINA,-50,percentage,Amount Off,order
SPRINGLOVE,-50,percentage,Amount Off,order
JEHONASPRING,-40,percentage,Amount Off,order
JOHANNASPECIAL,-50,percentage,Amount Off,order
CELINESPRING50,-50,percentage,Amount Off,order
DIERESTLES,-50,percentage,Amount Off,order
BELLATRICIJA,-50,percentage,Amount Off,order
SPRINGJUMPSUIT,-50,percentage,Amount Off,order
50EMILIE,-50,percentage,Amount Off,order
joyisall,-40,percentage,Amount Off,order
springsale,-40,percentage,Amount Off,order
HEYJOY,-50,percentage,Amount Off,order
MISSESVIOLET,-40,percentage,Amount Off,order
STORMSLUNCHES,-50,percentage,Amount Off,order
SNOWSLUNCHES,-50,percentage,Amount Off,order
JOYLOVE,-50,percentage,Amount Off,order
BRITTADEAL,-50,percentage,Amount Off,order
LOVELYSPRING,-50,percentage,Amount Off,order
BIRDIESPRING,-50,percentage,Amount Off,order
FAMILIASPRING,-50,percentage,Amount Off,order
SPRINGJANINA,-50,percentage,Amount Off,order
CLAUDIRAUDIII,-40,percentage,Amount Off,order
JENNIFERSPRING50,-50,percentage,Amount Off,order
MOMLIFESPRING,-50,percentage,Amount Off,order
FAMILIESPRING,-50,percentage,Amount Off,order
NANASPRING,-50,percentage,Amount Off,order
MAXINESPRING,-50,percentage,Amount Off,order
SPRINGSVENJA,-50,percentage,Amount Off,order
JESSISPRING,-50,percentage,Amount Off,order
FRANZISPRING,-50,percentage,Amount Off,order
SPRINGTATJANA,-50,percentage,Amount Off,order
SPRINGMARIE,-50,percentage,Amount Off,order
SPRINGBETTINA,-50,percentage,Amount Off,order
SINESPRING,-50,percentage,Amount Off,order
SPRINGVIBES50,-50,percentage,Amount Off,order
SPRINGSUSI,-50,percentage,Amount Off,order
SPRINGMICHELLE,-50,percentage,Amount Off,order
BIANCASPRING50,-50,percentage,Amount Off,order
VERASPRING,-50,percentage,Amount Off,order
CAMPINGSPRING,-50,percentage,Amount Off,order
SPRINGCELINE,-50,percentage,Amount Off,order
EUGENIESPRING,-50,percentage,Amount Off,order
SPRINGNINALUCIA,-50,percentage,Amount Off,order
JOIE,-50,percentage,Amount Off,order
jesuis,-50,percentage,Amount Off,order
PASTBRITT,-50,percentage,Amount Off,order
LOTTALEBEN,-50,percentage,Amount Off,order
brune,-50,percentage,Amount Off,order
IAMJOY,-50,percentage,Amount Off,order
WELCOMEDEAL,-40,percentage,Amount Off,order
camii,-50,percentage,Amount Off,order
NEWCUSTOMER-XXXXSASDA,-55,percentage,Amount Off,order
MONSWEATER,-50,percentage,Amount Off,order
VENDREDI13,-50,percentage,Amount Off,order
MICHAELAYOUTUBE,-40,percentage,Amount Off,order
SWEATERSALE,-50,percentage,Amount Off,order
wunderkind_de_50_5,-40,percentage,Amount Off,order
SIMIWORLD,-50,percentage,Amount Off,order
SPRINGMONA,-50,percentage,Amount Off,order
NICCISPRING,-50,percentage,Amount Off,order
KIMSPRING50,-50,percentage,Amount Off,order
DENISESPRING50,-50,percentage,Amount Off,order
JOHANNAREICHE,-50,percentage,Amount Off,order
CELLINASPRING,-50,percentage,Amount Off,order
SPRINGLARISA,-50,percentage,Amount Off,order
PILSALISPRING,-50,percentage,Amount Off,order
OSSILINCHEN,-50,percentage,Amount Off,order
SPRINGBIANCA,-50,percentage,Amount Off,order
SPRINGLISA50,-50,percentage,Amount Off,order
JACKYSPRING,-50,percentage,Amount Off,order
SPRINGANNA50,-50,percentage,Amount Off,order
MOMALLIESPRING,-50,percentage,Amount Off,order
KRISTISPRING,-50,percentage,Amount Off,order
SPRINGVERENA,-50,percentage,Amount Off,order
SOPHIEJESUIS,-50,percentage,Amount Off,order
NADIINNEWYORK,-50,percentage,Amount Off,order
CHARLIESALE,-50,percentage,Amount Off,order
TASTYYOUTUBE,-40,percentage,Amount Off,order
ANNAYOUTUBE,-40,percentage,Amount Off,order
JOSIEYOUTUBE,-40,percentage,Amount Off,order
SOUSLESOLEIL,-50,percentage,Amount Off,order
DAMIANAYT,-40,percentage,Amount Off,order
MARIECAY,-50,percentage,Amount Off,order
BLONDIELILI,-50,percentage,Amount Off,order
JODIE50,-50,percentage,Amount Off,order
SIBEL,-50,percentage,Amount Off,order
CARALOVE,-50,percentage,Amount Off,order
BODYSALE,-50,percentage,Amount Off,order
KATJASPECIAL,-44,percentage,Amount Off,order
MIRADEAL,-50,percentage,Amount Off,order
LIVDEAL,-40,percentage,Amount Off,order
ABENTEUERLUNA,-40,percentage,Amount Off,order
RIENCHENLUNA,-40,percentage,Amount Off,order
REISEMAMALUNA,-40,percentage,Amount Off,order
NATASPRING,-40,percentage,Amount Off,order
DECO40,-40,percentage,Amount Off,order
CLAUDIASHOP,-50,percentage,Amount Off,order
HAPPYBETTINA,-50,percentage,Amount Off,order
UBERDING,-40,percentage,Amount Off,order
FARCELLA40,-40,percentage,Amount Off,order
ABBY,-50,percentage,Amount Off,order
NINOVA40,-40,percentage,Amount Off,order
JULIEFUL40,-40,percentage,Amount Off,order
NINASMILE40,-40,percentage,Amount Off,order
HAPPYCELINA40,-40,percentage,Amount Off,order
HAPPYAYNUR40,-40,percentage,Amount Off,order
SPRINGVIBES40,-40,percentage,Amount Off,order
TRAUM,-50,percentage,Amount Off,order
CUBILOX40,-40,percentage,Amount Off,order
HAPPYCELINE40,-40,percentage,Amount Off,order
HAPPYSASKIA40,-40,percentage,Amount Off,order
HAPPYELINA40,-40,percentage,Amount Off,order
HAPPYINES40,-40,percentage,Amount Off,order
HAPPYFAMILIE,-40,percentage,Amount Off,order
HAPPYJOSIE40,-40,percentage,Amount Off,order
ALEXANDRAYAY,-40,percentage,Amount Off,order
CAMPING40,-40,percentage,Amount Off,order
YAYJESSI40,-40,percentage,Amount Off,order
ERDBEER40,-40,percentage,Amount Off,order
BEATRICEINLOVE,-40,percentage,Amount Off,order
MOMLIFE40,-40,percentage,Amount Off,order
SARAISABELFREE,-40,percentage,Amount Off,order
JASMINFREE,-40,percentage,Amount Off,order
VIVIANFREE,-40,percentage,Amount Off,order
JESSYFREE,-40,percentage,Amount Off,order
OLIVIAFREE,-50,percentage,Amount Off,order
MARISAFREE,-50,percentage,Amount Off,order
LAURAFREE,-40,percentage,Amount Off,order
LOVEHOMEFREE,-40,percentage,Amount Off,order
VIVIENFREE,-40,percentage,Amount Off,order
JASMINLUNA,-40,percentage,Amount Off,order
JANINAFREE,-40,percentage,Amount Off,order
BIRTEFREE,-40,percentage,Amount Off,order
OCHSENGLITTERFREE,-40,percentage,Amount Off,order
JELENAFREE,-50,percentage,Amount Off,order
VALESKAFREE,-40,percentage,Amount Off,order
COZYOUTFIT,-40,percentage,Amount Off,order
BESTESSENTIALS,-50,percentage,Amount Off,order
OATMILK,-50,percentage,Amount Off,order
BESTSELLING,-50,percentage,Amount Off,order
COZYINSUMMER,-50,percentage,Amount Off,order
SUMMERLOVE,-50,percentage,Amount Off,order
ONTHEGO40,-40,percentage,Amount Off,order
LEAH40,-40,percentage,Amount Off,order
JODIEFREE,-40,percentage,Amount Off,order
LAURILUNA,-40,percentage,Amount Off,order
CARRYGIFT,-40,percentage,Amount Off,order
FLUSINELUNA,-40,percentage,Amount Off,order
IVANAGIFT,-40,percentage,Amount Off,order
lyla,-50,percentage,Amount Off,order
VERONICASPECIAL,-50,percentage,Amount Off,order
NINAFREE,-40,percentage,Amount Off,order
mumson50,-50,percentage,Amount Off,order
MARIACASTIELLE,-40,percentage,Amount Off,order
VITEVITEVITE,-50,percentage,Amount Off,order
FEELCOMFY,-40,percentage,Amount Off,order
MONJADE,-50,percentage,Amount Off,order
DANICAFREE,-40,percentage,Amount Off,order
FRUITY40,-40,percentage,Amount Off,order
PWR40,-40,percentage,Amount Off,order
CAJA40,-40,percentage,Amount Off,order
LAURANIE40,-40,percentage,Amount Off,order
charlyne,-50,percentage,Amount Off,order
NOVA40,-40,percentage,Amount Off,order
CAROKO,-50,percentage,Amount Off,order
GEMEAS50,-50,percentage,Amount Off,order
ALI50,-50,percentage,Amount Off,order
FREELUNA-MAY,-50,percentage,Amount Off,order
FREEACCESSOIRE-MAY,-50,percentage,Amount Off,order
MYDEALZ50L,-50,percentage,Amount Off,order
MYDEALZ50A,-50,percentage,Amount Off,order
SIMICOLOGNE,-50,percentage,Amount Off,order
KISSES,-50,percentage,Amount Off,order
NINALUNA,-40,percentage,Amount Off,order
MIIMII,-50,percentage,Amount Off,order
ETECONFORT,-50,percentage,Amount Off,order
TOPVENTES,-50,percentage,Amount Off,order
SETFAVORI,-50,percentage,Amount Off,order
PLOTTERKRAMS,-50,percentage,Amount Off,order
LARISSADEAL,-50,percentage,Amount Off,order
COULEURFAVORIS,-50,percentage,Amount Off,order
JUSTINEB,-50,percentage,Amount Off,order
PETITSPAINS,-55,percentage,Amount Off,order
PETITSBREIZH,-50,percentage,Amount Off,order
VIOLETTE,-50,percentage,Amount Off,order
KELLY,-50,percentage,Amount Off,order
HAPPYJESSI50,-50,percentage,Amount Off,order
SPRINGVERENA50,-50,percentage,Amount Off,order
50MAGDALENA,-50,percentage,Amount Off,order
cubilox,-50,percentage,Amount Off,order
HAPPYELINA50,-50,percentage,Amount Off,order
CELINAYAY,-50,percentage,Amount Off,order
minis,-50,percentage,Amount Off,order
MARGAUX50,-50,percentage,Amount Off,order
JEDISM50,-50,percentage,Amount Off,order
BAMBIN50,-50,percentage,Amount Off,order
LAVENIR50,-50,percentage,Amount Off,order
BEBE50,-50,percentage,Amount Off,order
UNEPLUME50,-50,percentage,Amount Off,order
MARGAUXFAMILY50,-50,percentage,Amount Off,order
GWENOLA50,-50,percentage,Amount Off,order
DODO50,-50,percentage,Amount Off,order
LYLA50,-50,percentage,Amount Off,order
CORALYS50,-50,percentage,Amount Off,order
LEOO50,-40,percentage,Amount Off,order
PAILLETTES50,-50,percentage,Amount Off,order
FLA50,-50,percentage,Amount Off,order
TATIA50,-50,percentage,Amount Off,order
CHROMOSOME50,-50,percentage,Amount Off,order
BONHEURS50,-50,percentage,Amount Off,order
SALINA50,-50,percentage,Amount Off,order
TELLEUNEPLUME50,-50,percentage,Amount Off,order
KARISCHKA,-50,percentage,Amount Off,order
UNEVIEA50,-40,percentage,Amount Off,order
50CHA,-50,percentage,Amount Off,order
50EMM,-50,percentage,Amount Off,order
ILEANARNAUD,-50,percentage,Amount Off,order
roadcats,-50,percentage,Amount Off,order
FLOWMITPAULA,-50,percentage,Amount Off,order
SCHLEICHER,-50,percentage,Amount Off,order
AUXDIET50,-50,percentage,Amount Off,order
CHL50,-50,percentage,Amount Off,order
KANGOUROU50,-50,percentage,Amount Off,order
HAPPYMAMS50,-50,percentage,Amount Off,order
NCREME50,-50,percentage,Amount Off,order
AMAND50,-50,percentage,Amount Off,order
LYLAS50,-50,percentage,Amount Off,order
KRISTISUMMER,-50,percentage,Amount Off,order
JOSIESUMMER,-50,percentage,Amount Off,order
JUSTOLV50,-50,percentage,Amount Off,order
SARAHSUMMER50,-50,percentage,Amount Off,order
PIASOPHIE50,-50,percentage,Amount Off,order
SUNNYTIGER,-50,percentage,Amount Off,order
MICHELLESUMMER,-50,percentage,Amount Off,order
SUMMERSARAH50,-50,percentage,Amount Off,order
MONMAS,-50,percentage,Amount Off,order
PROVENCAL,-50,percentage,Amount Off,order
FREIHEIT50,-50,percentage,Amount Off,order
MUMTWINS,-50,percentage,Amount Off,order
ANDREALUCA,-50,percentage,Amount Off,order
BEVERLE,-50,percentage,Amount Off,order
SUMMERVERENA50,-50,percentage,Amount Off,order
victorine,-50,percentage,Amount Off,order
cindy,-50,percentage,Amount Off,order
COZYSUMMER,-50,percentage,Amount Off,order
ANETT50,-50,percentage,Amount Off,order
HOSENSALE,-50,percentage,Amount Off,order
followthejourney,-40,percentage,Amount Off,order
5,-50,percentage,Amount Off,order
LLINPARIS,-50,percentage,Amount Off,order
elyinparis,-50,percentage,Amount Off,order
cleminparis,-50,percentage,Amount Off,order
DANIELAINPARIS,-50,percentage,Amount Off,order
HARMOINPARIS,-50,percentage,Amount Off,order
SHOP50,-50,percentage,Amount Off,order
50JUMPSUITS,-40,percentage,Amount Off,order
LARAMAKAI,-50,percentage,Amount Off,order
TIMETOSHOP,-50,percentage,Amount Off,order
COMFYSTYLE,-50,percentage,Amount Off,order
leslunesgoesparis,-40,percentage,Amount Off,order
COZINESS,-50,percentage,Amount Off,order
LUNASALE,-50,percentage,Amount Off,order
Look Good Feel Good,-50,percentage,Amount Off,order
SIMI50,-50,percentage,Amount Off,order
STRANDSPECIAL,-50,percentage,Amount Off,order
Aurelia,-50,percentage,Amount Off,order
LAUNCHDAY,-50,percentage,Amount Off,order
LUCA,-50,percentage,Amount Off,order
getreadyforsummer,-50,percentage,Amount Off,order
NADINESOBOTZIK,-50,percentage,Amount Off,order
GOODMOOD,-50,percentage,Amount Off,order
COZYPANTALON,-50,percentage,Amount Off,order
bottomsale,-40,percentage,Amount Off,order
JANINENEW,-50,percentage,Amount Off,order
50LAURI,-50,percentage,Amount Off,order
SUMMERSETS,-50,percentage,Amount Off,order
AILEEN,-50,percentage,Amount Off,order
HYE50,-50,percentage,Amount Off,order
50EVY,-50,percentage,Amount Off,order
IMAGINATION50,-50,percentage,Amount Off,order
ENSEMBLESETE,-50,percentage,Amount Off,order
ciaociao,-50,percentage,Amount Off,order
MILASUMMER,-50,percentage,Amount Off,order
SUMMERDIARY,-50,percentage,Amount Off,order
DANKEANNA50,-50,percentage,Amount Off,order
DANKEMAREN,-50,percentage,Amount Off,order
SINELIEBT,-50,percentage,Amount Off,order
SUMMERBULLI,-50,percentage,Amount Off,order
HANNAHDEAL,-50,percentage,Amount Off,order
DANKESASKIA,-50,percentage,Amount Off,order
BEJULIEFUL,-50,percentage,Amount Off,order
LYKKELINDA,-50,percentage,Amount Off,order
THEJOURNEY,-50,percentage,Amount Off,order
lrd,-50,percentage,Amount Off,order
tressy,-50,percentage,Amount Off,order
rachdi,-50,percentage,Amount Off,order
HEALTHYFOREVER50,-50,percentage,Amount Off,order
50GEMEAS,-50,percentage,Amount Off,order
TRIPLETS50,-50,percentage,Amount Off,order
JUSTINEE50,-50,percentage,Amount Off,order
MUMBABYL50,-50,percentage,Amount Off,order
GAE50,-50,percentage,Amount Off,order
MELAN50,-50,percentage,Amount Off,order
bottom,-40,percentage,Amount Off,order
Emmeline,-50,percentage,Amount Off,order
ANNSO,-50,percentage,Amount Off,order
MYYHOME,-50,percentage,Amount Off,order
OZLEM50,-40,percentage,Amount Off,order
TRAVELCOZY,-50,percentage,Amount Off,order
MANGOLOVE,-50,percentage,Amount Off,order
COMFYSUMMER,-40,percentage,Amount Off,order
YOURDEAL50,-40,percentage,Amount Off,order
buynow50,-40,percentage,Amount Off,order
NEWSTYLES50,-40,percentage,Amount Off,order
VANESSAFIT,-50,percentage,Amount Off,order
SASKIADANKE,-50,percentage,Amount Off,order
TYPISCHJULIA,-50,percentage,Amount Off,order
FEELSOFT,-50,percentage,Amount Off,order
MISSYOU,0,percentage,Amount Off,order
SHELLY50,-40,percentage,Amount Off,order
pain50,-50,percentage,Amount Off,order
samere,-50,percentage,Amount Off,order
COZYAWAY,-50,percentage,Amount Off,order
STUDENT50,-50,percentage,Amount Off,order
SAVING50,-50,percentage,Amount Off,order
BRAVO50,-50,percentage,Amount Off,order
COFFEEANDBLUSH,-50,percentage,Amount Off,order
BELIEBT,-50,percentage,Amount Off,order
mmller13,-40,percentage,Amount Off,order
50MARISA,-40,percentage,Amount Off,order
LIILAA,-50,percentage,Amount Off,order
MAMAA,-50,percentage,Amount Off,order
BIBIYOUTUBE,-40,percentage,Amount Off,order
50NINALESSIA,-50,percentage,Amount Off,order
AMELIELBRG,-50,percentage,Amount Off,order
PREVERT,-50,percentage,Amount Off,order
PIBIRINA,-50,percentage,Amount Off,order
BUDGEY50,-50,percentage,Amount Off,order
HAUTSDOUX,-50,percentage,Amount Off,order
ETEPANTALON,-50,percentage,Amount Off,order
APRILLOVE,-40,percentage,Amount Off,order
KIDS50,-50,percentage,Amount Off,order
LMNJ50,-50,percentage,Amount Off,order
FRENCHY50,-50,percentage,Amount Off,order
LUNADEAL,-50,percentage,Amount Off,order
BUYNOW,-40,percentage,Amount Off,order
PATRICIANEW,-50,percentage,Amount Off,order
SHOPDEAL1,0,percentage,Amount Off,order
GETLUNANOW,-50,percentage,Amount Off,order
SUMMERTOPS,-50,percentage,Amount Off,order
SOMMERTOPS,-50,percentage,Amount Off,order
CHIC50,-40,percentage,Amount Off,order
FEEDBACK50,-50,percentage,Amount Off,order
SOMMERHOSE,-50,percentage,Amount Off,order
NOVEMBERKIND,-50,percentage,Amount Off,order
MANGUE,-50,percentage,Amount Off,order
TOPSETE,-50,percentage,Amount Off,order
LOVETHIS,-40,percentage,Amount Off,order
OFFRESPECIALE,-50,percentage,Amount Off,order
MAREIKESCHNITTE,-50,percentage,Amount Off,order
CLARAMUSANTE,-50,percentage,Amount Off,order
test123,-50,percentage,Amount Off,order
1ETEDEAL,0,percentage,Amount Off,order
COOKINGCATRIN,-50,percentage,Amount Off,order
EINFACHECHTJULIA,-50,percentage,Amount Off,order
ABOUTPATRICIA,-50,percentage,Amount Off,order
MARIAEKENA,-50,percentage,Amount Off,order
SUMMERSPECIAL,-50,percentage,Amount Off,order
ludivine,-50,percentage,Amount Off,order
liliart,-50,percentage,Amount Off,order
HAPPYNINADEAL,-50,percentage,Amount Off,order
LUMALY20,-20,percentage,Amount Off,order
ALEXJEANNE,-50,percentage,Amount Off,order
ZWEITESHERZDEAL,-50,percentage,Amount Off,order
MAXIEDEAL,-55,percentage,Amount Off,order
colorful,-50,percentage,Amount Off,order
FEELLOVELY,-50,percentage,Amount Off,order
FEELLOVELY55,-40,percentage,Amount Off,order
HAPPYFAM50,-50,percentage,Amount Off,order
SOLDESETE,-50,percentage,Amount Off,order
TANIADEAL,-50,percentage,Amount Off,order
YOURSUMMER,-50,percentage,Amount Off,order
LENAHOELLER,-50,percentage,Amount Off,order
MANGO,-50,percentage,Amount Off,order
FRANZISKADEAL,-50,percentage,Amount Off,order
MARINANEW,-50,percentage,Amount Off,order
JODIESUMMER,-50,percentage,Amount Off,order
TONLOOK,-50,percentage,Amount Off,order
SARAHJANE,-40,percentage,Amount Off,order
ELLYNEW,-40,percentage,Amount Off,order
YARANEW,-50,percentage,Amount Off,order
HEYZOEY,-50,percentage,Amount Off,order
VANESSASPEZIAL,-50,percentage,Amount Off,order
HIZOEY,-50,percentage,Amount Off,order
SIMISPECIAL,-50,percentage,Amount Off,order
DEBBYDEAL,-50,percentage,Amount Off,order
MARISADEAL,-50,percentage,Amount Off,order
MELLYNEW,-50,percentage,Amount Off,order
GINASPECIAL,-50,percentage,Amount Off,order
DEALJOHANNA,-50,percentage,Amount Off,order
SILA,-50,percentage,Amount Off,order
ALISA,-40,percentage,Amount Off,order
SPECIALLAURA,0,percentage,Amount Off,order
SPECIALJULI,0,percentage,Amount Off,order
SPECIALEVI,-50,percentage,Amount Off,order
SPECIALSTEFFI,0,percentage,Amount Off,order
KATHRINBENEDIKT,-50,percentage,Amount Off,order
SPECIALVALERIE,-50,percentage,Amount Off,order
SPECIALSIMONE,-50,percentage,Amount Off,order
PRISCILLA,-40,percentage,Amount Off,order
VOYAGEUSE,-50,percentage,Amount Off,order
VANITY,-50,percentage,Amount Off,order
BEICONIC,0,percentage,Amount Off,order
LOOKAMAZING,-50,percentage,Amount Off,order
NATIYOUTUBE,-40,percentage,Amount Off,order
SHOPMICHELLE,-50,percentage,Amount Off,order
BECOMFYNOW,-50,percentage,Amount Off,order
GETCOMFY,0,percentage,Amount Off,order
OZLEMDEAL,-40,percentage,Amount Off,order
HEYAMELIA,-50,percentage,Amount Off,order
VOYAGES,0,percentage,Amount Off,order
ELANHELO,-50,percentage,Amount Off,order
SAVEATLESLUNES,-40,percentage,Amount Off,order
HEYSISTER50,-50,percentage,Amount Off,order
JESSYKREFFT,-50,percentage,Amount Off,order
CORINNADEAL,-50,percentage,Amount Off,order
ANIKA50,-50,percentage,Amount Off,order
SUMMER50YK,-50,percentage,Amount Off,order
JOY,-50,percentage,Amount Off,order
DANKEHOLLY,-50,percentage,Amount Off,order
DANKELARISSA,-50,percentage,Amount Off,order
DANKEJENNI,-50,percentage,Amount Off,order
unltest300622,0,percentage,Amount Off,order
wunderkind_de_50_6,-40,percentage,Amount Off,order
faustine,-50,percentage,Amount Off,order
FLASHSALEJOY,-50,percentage,Amount Off,order
JOYFLASHSALE,-50,percentage,Amount Off,order
JOYSALE,-50,percentage,Amount Off,order
JOSYSALE,-50,percentage,Amount Off,order
AMELIA,-50,percentage,Amount Off,order
OUIAMELIA,-50,percentage,Amount Off,order
JOSY,-50,percentage,Amount Off,order
astro,-50,percentage,Amount Off,order
ZWEITESHERZ,-50,percentage,Amount Off,order
DIYELENA,-50,percentage,Amount Off,order
unl040722,-40,percentage,Amount Off,order
unl0407222,-40,percentage,Amount Off,order
50boheme,-50,percentage,Amount Off,order
50DELPH,-50,percentage,Amount Off,order
JOYA50,-50,percentage,Amount Off,order
AUTHENTIQUE50,-50,percentage,Amount Off,order
50SISSI,-50,percentage,Amount Off,order
matahari50,-50,percentage,Amount Off,order
MAR50,0,percentage,Amount Off,order
BEFREE,-50,percentage,Amount Off,order
MINE50,-50,percentage,Amount Off,order
ISABELLAMARIALA,-50,percentage,Amount Off,order
MANY,-40,percentage,Amount Off,order
SELINAJUANA,-40,percentage,Amount Off,order
JULIACELINA,-50,percentage,Amount Off,order
BERIVANSWORLD,-50,percentage,Amount Off,order
EUGENIESUMMER,-50,percentage,Amount Off,order
JAMYLEIN,-50,percentage,Amount Off,order
LOUPCHE50,0,percentage,Amount Off,order
Lauriane,-50,percentage,Amount Off,order
MAARIE50,-50,percentage,Amount Off,order
PAU50,0,percentage,Amount Off,order
familledamour,-50,percentage,Amount Off,order
ISNATA50,-50,percentage,Amount Off,order
feelfree,-50,percentage,Amount Off,order
theamelia,-50,percentage,Amount Off,order
helloamelia,-40,percentage,Amount Off,order
LEANDRA,-50,percentage,Amount Off,order
amandinemcde,-50,percentage,Amount Off,order
Septembreetmai,0,percentage,Amount Off,order
Elow,-50,percentage,Amount Off,order
PRAXISVOGEL,-50,percentage,Amount Off,order
KIMDENISE,-50,percentage,Amount Off,order
SELINANEU,-50,percentage,Amount Off,order
HORSESUMMER,-50,percentage,Amount Off,order
PAPASKLEINE,-50,percentage,Amount Off,order
SOMMERDEALS,-50,percentage,Amount Off,order
YOURLUNA,-50,percentage,Amount Off,order
BODY55,-40,percentage,Amount Off,order
LUNAFORFREE,-50,percentage,Amount Off,order
helloclaire,-40,percentage,Amount Off,order
BODYDEAL,0,percentage,Amount Off,order
BETTERBEQUICK,-50,percentage,Amount Off,order
ILOVECLAIRE,-50,percentage,Amount Off,order
ALENAGERBER,-40,percentage,Amount Off,order
ROSENTHAL50,-50,percentage,Amount Off,order
GOSALE,-55,percentage,Amount Off,product
LISE50,-50,percentage,Amount Off,order
OUIFLASH,-50,percentage,Amount Off,order
LOVELY50,-50,percentage,Amount Off,order
CELINASPECIAL,-50,percentage,Amount Off,order
OUTFITS,-50,percentage,Amount Off,order
SPECIALELENA,-50,percentage,Amount Off,order
SALGLORYYOUTUBE,-40,percentage,Amount Off,order
wunderkind_de_fg,0,fixed_amount,Amount Off,order
MATERNART,-50,percentage,Amount Off,order
andco,-50,percentage,Amount Off,order
SPECIALANIKA,-50,percentage,Amount Off,order
HAPPYANNCHEN,0,percentage,Amount Off,order
HAPPYMISSAMY,0,percentage,Amount Off,order
HAPPYBABYBAUCH,0,percentage,Amount Off,order
HAPPYINA,0,percentage,Amount Off,order
SOPHIEMARSTATT,0,percentage,Amount Off,order
YAYKIM,0,percentage,Amount Off,order
HAPPYOLLY,0,percentage,Amount Off,order
